job_id,run_id,model,optimizer,N,seed,lr,eta_muon,d,M,M_ratio,gamma0,batch_size,target_seed,p_min,p_max,p_num,p_targets,eval_batch_size
96,toy_lin3_muon_N1024_s1_eta0.001,lin3,muon,1024,1,0.1,0.001,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
97,toy_lin3_muon_N1024_s1_eta0.002,lin3,muon,1024,1,0.1,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
98,toy_lin3_muon_N1024_s1_eta0.004,lin3,muon,1024,1,0.1,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
99,toy_lin3_sgd_N1024_s2_lr0.01,lin3,sgd,1024,2,0.01,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
100,toy_lin3_sgd_N1024_s2_lr0.03,lin3,sgd,1024,2,0.03,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
101,toy_lin3_sgd_N1024_s2_lr0.1,lin3,sgd,1024,2,0.1,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
102,toy_lin3_sgd_N1024_s2_lr0.3,lin3,sgd,1024,2,0.3,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
103,toy_lin3_sgd_N1024_s2_lr1,lin3,sgd,1024,2,1.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
104,toy_lin3_muon_N1024_s2_eta0.0005,lin3,muon,1024,2,0.1,0.0005,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
105,toy_lin3_muon_N1024_s2_eta0.001,lin3,muon,1024,2,0.1,0.001,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
106,toy_lin3_muon_N1024_s2_eta0.002,lin3,muon,1024,2,0.1,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
107,toy_lin3_muon_N1024_s2_eta0.004,lin3,muon,1024,2,0.1,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
0,toy_nonlin2_sgd_N128_s0_lr2,nonlin2,sgd,128,0,2.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
1,toy_nonlin2_sgd_N128_s0_lr4,nonlin2,sgd,128,0,4.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
2,toy_nonlin2_sgd_N128_s0_lr7,nonlin2,sgd,128,0,7.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
3,toy_nonlin2_sgd_N128_s0_lr12,nonlin2,sgd,128,0,12.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
4,toy_nonlin2_muon_N128_s0_eta0.004,nonlin2,muon,128,0,8.0,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
5,toy_nonlin2_muon_N128_s0_eta0.008,nonlin2,muon,128,0,8.0,0.008,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
6,toy_nonlin2_muon_N128_s0_eta0.015,nonlin2,muon,128,0,8.0,0.015,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
7,toy_nonlin2_muon_N128_s0_eta0.03,nonlin2,muon,128,0,8.0,0.03,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
8,toy_nonlin2_sgd_N128_s1_lr2,nonlin2,sgd,128,1,2.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
9,toy_nonlin2_sgd_N128_s1_lr4,nonlin2,sgd,128,1,4.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
10,toy_nonlin2_sgd_N128_s1_lr7,nonlin2,sgd,128,1,7.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
11,toy_nonlin2_sgd_N128_s1_lr12,nonlin2,sgd,128,1,12.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
12,toy_nonlin2_muon_N128_s1_eta0.004,nonlin2,muon,128,1,8.0,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
13,toy_nonlin2_muon_N128_s1_eta0.008,nonlin2,muon,128,1,8.0,0.008,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
14,toy_nonlin2_muon_N128_s1_eta0.015,nonlin2,muon,128,1,8.0,0.015,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
15,toy_nonlin2_muon_N128_s1_eta0.03,nonlin2,muon,128,1,8.0,0.03,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
16,toy_nonlin2_sgd_N128_s2_lr2,nonlin2,sgd,128,2,2.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
17,toy_nonlin2_sgd_N128_s2_lr4,nonlin2,sgd,128,2,4.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
18,toy_nonlin2_sgd_N128_s2_lr7,nonlin2,sgd,128,2,7.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
19,toy_nonlin2_sgd_N128_s2_lr12,nonlin2,sgd,128,2,12.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
20,toy_nonlin2_muon_N128_s2_eta0.004,nonlin2,muon,128,2,8.0,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
21,toy_nonlin2_muon_N128_s2_eta0.008,nonlin2,muon,128,2,8.0,0.008,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
22,toy_nonlin2_muon_N128_s2_eta0.015,nonlin2,muon,128,2,8.0,0.015,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
23,toy_nonlin2_muon_N128_s2_eta0.03,nonlin2,muon,128,2,8.0,0.03,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
24,toy_nonlin2_sgd_N256_s0_lr2,nonlin2,sgd,256,0,2.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
25,toy_nonlin2_sgd_N256_s0_lr4,nonlin2,sgd,256,0,4.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
26,toy_nonlin2_sgd_N256_s0_lr7,nonlin2,sgd,256,0,7.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
27,toy_nonlin2_sgd_N256_s0_lr12,nonlin2,sgd,256,0,12.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
28,toy_nonlin2_muon_N256_s0_eta0.004,nonlin2,muon,256,0,8.0,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
29,toy_nonlin2_muon_N256_s0_eta0.008,nonlin2,muon,256,0,8.0,0.008,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
30,toy_nonlin2_muon_N256_s0_eta0.015,nonlin2,muon,256,0,8.0,0.015,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
31,toy_nonlin2_muon_N256_s0_eta0.03,nonlin2,muon,256,0,8.0,0.03,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
32,toy_nonlin2_sgd_N256_s1_lr2,nonlin2,sgd,256,1,2.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
33,toy_nonlin2_sgd_N256_s1_lr4,nonlin2,sgd,256,1,4.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
34,toy_nonlin2_sgd_N256_s1_lr7,nonlin2,sgd,256,1,7.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
35,toy_nonlin2_sgd_N256_s1_lr12,nonlin2,sgd,256,1,12.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
36,toy_nonlin2_muon_N256_s1_eta0.004,nonlin2,muon,256,1,8.0,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
37,toy_nonlin2_muon_N256_s1_eta0.008,nonlin2,muon,256,1,8.0,0.008,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
38,toy_nonlin2_muon_N256_s1_eta0.015,nonlin2,muon,256,1,8.0,0.015,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
39,toy_nonlin2_muon_N256_s1_eta0.03,nonlin2,muon,256,1,8.0,0.03,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
40,toy_nonlin2_sgd_N256_s2_lr2,nonlin2,sgd,256,2,2.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
41,toy_nonlin2_sgd_N256_s2_lr4,nonlin2,sgd,256,2,4.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
42,toy_nonlin2_sgd_N256_s2_lr7,nonlin2,sgd,256,2,7.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
43,toy_nonlin2_sgd_N256_s2_lr12,nonlin2,sgd,256,2,12.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
44,toy_nonlin2_muon_N256_s2_eta0.004,nonlin2,muon,256,2,8.0,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
45,toy_nonlin2_muon_N256_s2_eta0.008,nonlin2,muon,256,2,8.0,0.008,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
46,toy_nonlin2_muon_N256_s2_eta0.015,nonlin2,muon,256,2,8.0,0.015,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
47,toy_nonlin2_muon_N256_s2_eta0.03,nonlin2,muon,256,2,8.0,0.03,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
48,toy_nonlin2_sgd_N512_s0_lr2,nonlin2,sgd,512,0,2.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
49,toy_nonlin2_sgd_N512_s0_lr4,nonlin2,sgd,512,0,4.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
50,toy_nonlin2_sgd_N512_s0_lr7,nonlin2,sgd,512,0,7.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
51,toy_nonlin2_sgd_N512_s0_lr12,nonlin2,sgd,512,0,12.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
52,toy_nonlin2_muon_N512_s0_eta0.004,nonlin2,muon,512,0,8.0,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
53,toy_nonlin2_muon_N512_s0_eta0.008,nonlin2,muon,512,0,8.0,0.008,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
54,toy_nonlin2_muon_N512_s0_eta0.015,nonlin2,muon,512,0,8.0,0.015,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
55,toy_nonlin2_muon_N512_s0_eta0.03,nonlin2,muon,512,0,8.0,0.03,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
56,toy_nonlin2_sgd_N512_s1_lr2,nonlin2,sgd,512,1,2.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
57,toy_nonlin2_sgd_N512_s1_lr4,nonlin2,sgd,512,1,4.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
58,toy_nonlin2_sgd_N512_s1_lr7,nonlin2,sgd,512,1,7.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
59,toy_nonlin2_sgd_N512_s1_lr12,nonlin2,sgd,512,1,12.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
60,toy_nonlin2_muon_N512_s1_eta0.004,nonlin2,muon,512,1,8.0,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
61,toy_nonlin2_muon_N512_s1_eta0.008,nonlin2,muon,512,1,8.0,0.008,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
